Entry	Protein names	Gene Names
A0A6M3ZA85	Sporulation-delaying-protein transporter subunit SkiZ	skiZ HIR78_07910
A0A6M3ZA91	Efflux RND transporter periplasmic adaptor subunit	HIR78_07900
A0A6M3ZA94	Phosphate ABC transporter ATP-binding protein	HIR78_06765
A0A6M3ZA95	ABC transporter ATP-binding protein YknY	yknY HIR78_07905
A0A6M3ZA97	Transcriptional regulator	HIR78_07350
A0A6M3ZAA0	YjcZ family sporulation protein	HIR78_08010
A0A6M3ZAA2	Small membrane protein	HIR78_07525
A0A6M3ZAA8	TerD family protein	HIR78_01705
A0A6M3ZAB0	Autolysin (Cell wall hydrolase)	HIR78_06870
A0A6M3ZAB1	Protein YkpC	HIR78_07955
A0A6M3ZAB5	DeoR/GlpR transcriptional regulator	HIR78_07915
A0A6M3ZAB7	Glycosyltransferase	HIR78_07365
A0A6M3ZAC1	Small, acid-soluble spore protein, alpha/beta type	HIR78_07450
A0A6M3ZAC2	Cell division protein FtsW	ftsW HIR78_08160
A0A6M3ZAC3	Arginine decarboxylase (EC 4.1.1.19)	speA HIR78_08050
A0A6M3ZAC5	Transcriptional regulator AbhA	abhA HIR78_07965
A0A6M3ZAC6	UPF0223 protein HIR78_08055	HIR78_08055
A0A6M3ZAD0	YqcI/YcgG family protein	HIR78_01830
A0A6M3ZAD2	GNAT family N-acetyltransferase	HIR78_07685
A0A6M3ZAD4	Lipoprotein	HIR78_08015
A0A6M3ZAD5	Sigma-70 family RNA polymerase sigma factor	HIR78_08100
A0A6M3ZAD8	Anti-SigP sigma factor SigQ	sigQ ylaC HIR78_08105
A0A6M3ZAE1	Proline utilization transcriptional regulator PutR	putR ycgP HIR78_01895
A0A6M3ZAE2	Phage protein	HIR78_08065
A0A6M3ZAE5	MFS transporter	HIR78_07735
A0A6M3ZAE6	Membrane protein YkvI	HIR78_07555
A0A6M3ZAF2	DUF881 domain-containing protein	HIR78_08365
A0A6M3ZAF3	YkvS family protein	HIR78_07610
A0A6M3ZAF4	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	HIR78_07140
A0A6M3ZAF5	6-phospho-beta-glucosidase (EC 3.2.1.86)	bglC HIR78_01995
A0A6M3ZAF6	Cytochrome c oxidase assembly factor CtaG	ctaG HIR78_08200
A0A6M3ZAF7	YlaF family protein	HIR78_08115
A0A6M3ZAF8	Aspartyl-phosphate phosphatase Spo0E (EC 3.1.3.-)	spo0E HIR78_07520
A0A6M3ZAF9	YugN-like family protein	HIR78_08205
A0A6M3ZAG3	Transcriptional regulator CcpC	ccpC HIR78_07795
A0A6M3ZAG9	Dipicolinic acid transporter SpoVV	spoVV HIR78_08250
A0A6M3ZAH2	Transcriptional regulator Rok	rok HIR78_07845
A0A6M3ZAH3	Surfactin biosynthesis thioesterase SrfAD	srfAD HIR78_02045
A0A6M3ZAH4	Organic hydroperoxide resistance transcriptional regulator OhrR	ohrR HIR78_07260
A0A6M3ZAH6	CAP domain-containing protein	HIR78_08215
A0A6M3ZAH8	Putative cysteine ligase BshC (EC 6.-.-.-)	bshC HIR78_08300
A0A6M3ZAI0	Sporulation thiol-disulfide oxidoreductase StoA	stoA HIR78_07630
A0A6M3ZAI1	Toxin SDP protection protein YknW	yknW HIR78_07895
A0A6M3ZAI7	YicC family protein	HIR78_08570
A0A6M3ZAI9	Spore photoproduct lyase (EC 4.1.99.14)	splB HIR78_07680
A0A6M3ZAJ1	Acetylornithine deacetylase (EC 3.5.1.16)	HIR78_08415
A0A6M3ZAJ4	Spore germination protein GerKB	gerKB HIR78_02150
A0A6M3ZAJ6	ABC transporter ATP-binding protein	HIR78_08410
A0A6M3ZAJ9	YkyB-like protein	HIR78_07730
A0A6M3ZAK1	DUF881 domain-containing protein	HIR78_08370
A0A6M3ZAK2	Protein-serine/threonine phosphatase PrpC (EC 3.1.3.16)	prpC HIR78_08620
A0A6M3ZAK3	TerC family protein	HIR78_07410
A0A6M3ZAK4	UPF0180 protein HIR78_07825	HIR78_07825
A0A6M3ZAK5	Sporulation-related RNA polymerase-binding protein YlyA	ylyA HIR78_08460
A0A6M3ZAK6	GapA-binding peptide SR1P	HIR78_08045
A0A6M3ZAL3	SHOCT domain-containing protein	HIR78_08095
A0A6M3ZAL5	Molybdenum cofactor biosynthesis protein MoaE	HIR78_07875
A0A6M3ZAL7	Peptidyl-prolyl cis-trans isomerase	HIR78_08145
A0A6M3ZAM1	UPF0122 protein HIR78_08725	HIR78_08725
A0A6M3ZAM2	PTS transporter subunit EIIA	HIR78_07925
A0A6M3ZAM3	DUF1232 domain-containing protein	HIR78_07515
A0A6M3ZAM6	Thiol-disulfide oxidoreductase YkuV	ykuV HIR78_07840
A0A6M3ZAN3	Gamma-glutamylcyclotransferase family protein	HIR78_07975
A0A6M3ZAN4	4-aminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.19)	gabT HIR78_02250
A0A6M3ZAN6	ABC transporter ATP-binding protein	HIR78_07890
A0A6M3ZAN7	Pyruvate dehydrogenase complex E1 component subunit beta (EC 1.2.4.1)	pdhB HIR78_08025
A0A6M3ZAN8	Sporulation protein YkvU	ykvU HIR78_07625
A0A6M3ZAP5	ATP-binding cassette domain-containing protein	HIR78_07940
A0A6M3ZAP7	Flagellar hook assembly protein FlgD	flgD HIR78_08880
A0A6M3ZAP8	GNAT family N-acetyltransferase	HIR78_08075
A0A6M3ZAP9	SplAB operon transcriptional regulator SplA	splA HIR78_07675
A0A6M3ZAQ0	Ig-like domain-containing protein	HIR78_08720
A0A6M3ZAQ5	YczI family protein	HIR78_02370
A0A6M3ZAQ8	YlaH-like protein	HIR78_08125
A0A6M3ZAR0	Chemotaxis protein CheV	HIR78_07725
A0A6M3ZAR4	Pal-related lipoprotein	HIR78_08040
A0A6M3ZAR9	Swarming motility protein SwrB	swrB HIR78_08985
A0A6M3ZAS2	Antirepressor AbbA	abbA HIR78_07785
A0A6M3ZAS9	MotE family protein	HIR78_08870
A0A6M3ZAT5	PhoH family protein	HIR78_08140
A0A6M3ZAU0	ABC transporter ATP-binding protein	HIR78_07885
A0A6M3ZAU9	DUF4199 domain-containing protein	HIR78_07935
A0A6M3ZAV1	16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD (EC 2.1.1.171)	rsmD HIR78_08240
A0A6M3ZAW9	DAK2 domain-containing protein	HIR78_08660
A0A6M3ZAX2	WS_DGAT_C domain-containing protein	HIR78_02700
A0A6M3ZAY3	Translocation-enhancing protein TepA	tepA HIR78_09140
A0A6M3ZAY4	YhcN/YlaJ family sporulation lipoprotein	HIR78_08135
A0A6M3ZAY5	Cell shape determination protein RodZ	rodZ HIR78_09190
A0A6M3ZAZ1	VirB4-like ATPase ConE	conE HIR78_02845
A0A6M3ZAZ2	Putative competence-damage inducible protein	cinA HIR78_09200
A0A6M3ZAZ4	RicAFT regulatory complex protein RicA	ricA ymcA HIR78_09245
A0A6M3ZAZ7	DUF3243 domain-containing protein	HIR78_09180
A0A6M3ZAZ9	YmzC-like protein	HIR78_09415
A0A6M3ZB04	Acyltransferase domain-containing protein	HIR78_09295
A0A6M3ZB05	UPF0298 protein HIR78_08235	HIR78_08235
A0A6M3ZB06	Sirohydrochlorin chelatase	HIR78_08550
A0A6M3ZB09	Acyl carrier protein	HIR78_09305
A0A6M3ZB12	Serine hydrolase family protein	HIR78_03015
A0A6M3ZB14	Sporulation specific transcriptional regulator GerR	gerR HIR78_08285
A0A6M3ZB15	Flagellar biosynthesis protein FlhB	HIR78_09525
A0A6M3ZB16	Cytochrome P450	HIR78_09355
A0A6M3ZB25	PLP-dependent aminotransferase family protein	HIR78_03075
A0A6M3ZB26	Asp23/Gls24 family envelope stress response protein	HIR78_08655
A0A6M3ZB34	DUF554 domain-containing protein	HIR78_03125
A0A6M3ZB37	Phosphoribosylanthranilate isomerase	HIR78_09530
A0A6M3ZB39	Exosortase	HIR78_09520
A0A6M3ZB40	DUF421 domain-containing protein	HIR78_03175
A0A6M3ZB47	Damage-inducible protein DinB	HIR78_03225
A0A6M3ZB54	Secreted protein	HIR78_09635
A0A6M3ZB70	AMP-binding protein	HIR78_09910
A0A6M3ZB71	CcdC family protein	HIR78_09750
A0A6M3ZB81	Non-ribosomal plipastatin synthetase PpsA	ppsA HIR78_09960
A0A6M3ZB87	DUF503 domain-containing protein	HIR78_09065
A0A6M3ZB88	Beta-lactamase family protein	HIR78_09210
A0A6M3ZB90	GtrA family protein	HIR78_09865
A0A6M3ZB92	Sorbitol dehydrogenase	gutB HIR78_03530
A0A6M3ZB93	EF-P-5 aminopentanone reductase	efpI HIR78_09175
A0A6M3ZBA1	Acyl-CoA dehydrogenase	HIR78_09915
A0A6M3ZBA3	Sugar kinase	HIR78_10070
A0A6M3ZBA9	Non-ribosomal plipastatin synthetase PpsB	ppsB HIR78_09955
A0A6M3ZBB0	Hydroxymethylglutaryl-CoA synthase family protein	HIR78_09315
A0A6M3ZBB1	Expansin ExlX	exlX yoaJ HIR78_10120
A0A6M3ZBB2	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase (EC 3.4.16.4)	dacB HIR78_09965
A0A6M3ZBB7	YbjN domain-containing protein	HIR78_09515
A0A6M3ZBC0	Zinc-binding dehydrogenase	HIR78_10010
A0A6M3ZBC3	MBL fold metallo-hydrolase	HIR78_09280
A0A6M3ZBC7	MFS transporter	HIR78_10065
A0A6M3ZBD1	2-hydroxyacid dehydrogenase	HIR78_10075
A0A6M3ZBD2	Lrp/AsnC family transcriptional regulator	HIR78_03735
A0A6M3ZBD5	YmaF-like protein	HIR78_09400
A0A6M3ZBD6	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component (EC 1.14.14.9)	hpaB HIR78_10115
A0A6M3ZBD9	UPF0457 protein	HIR78_09485
A0A6M3ZBE0	Spore coat protein	HIR78_09395
A0A6M3ZBE2	CamS family sex pheromone protein	HIR78_03785
A0A6M3ZBE7	Type II toxin-antitoxin system MqsA family antitoxin	HIR78_10165
A0A6M3ZBE9	Sporulation-specific N-acetylmuramoyl-L-alanine amidase	cwlC HIR78_09445
A0A6M3ZBF0	Lipoprotein	HIR78_10175
A0A6M3ZBF2	Recombinase family protein	HIR78_03845
A0A6M3ZBF3	DUF3885 domain-containing protein	HIR78_09510
A0A6M3ZBF4	Glycoside hydrolase family 43 protein	HIR78_09540
A0A6M3ZBF7	Glutamine amidotransferase	HIR78_10215
A0A6M3ZBF9	YobA family protein	HIR78_10230
A0A6M3ZBG0	GNAT family N-acetyltransferase	HIR78_09500
A0A6M3ZBG2	Sugar porter family MFS transporter	HIR78_09570
A0A6M3ZBG5	Response regulator	HIR78_09745
A0A6M3ZBG7	Probable transcriptional regulatory protein HIR78_03900	HIR78_03900
A0A6M3ZBG9	Endonuclease YncB	yncB HIR78_09565
A0A6M3ZBH2	Peptidylprolyl isomerase	HIR78_10285
A0A6M3ZBH3	Spore germination protein	HIR78_10510
A0A6M3ZBH4	GerAB/ArcD/ProY family transporter	HIR78_09655
A0A6M3ZBH5	KAP NTPase domain-containing protein	HIR78_10335
A0A6M3ZBH7	YbgC/FadM family acyl-CoA thioesterase (EC 3.1.2.-)	HIR78_09800
A0A6M3ZBH9	Spore coat protein CotC	cotC HIR78_09620
A0A6M3ZBI1	Gamma-polyglutamate hydrolase PghL	pghL HIR78_09685
A0A6M3ZBI3	Nitric oxide reductase activation protein NorD	HIR78_10560
A0A6M3ZBI9	YafY family transcriptional regulator	HIR78_10410
A0A6M3ZBJ1	Spore germination protein GerT	gerT HIR78_10620
A0A6M3ZBJ7	YesL family protein	HIR78_04000
A0A6M3ZBK2	Spore germination protein	HIR78_10505
A0A6M3ZBK7	DUF421 domain-containing protein	HIR78_04050
A0A6M3ZBK9	bPH_1 domain-containing protein	HIR78_10515
A0A6M3ZBL0	DedA family protein	HIR78_09875
A0A6M3ZBL8	MoxR family ATPase	HIR78_10565
A0A6M3ZBL9	Alanine:cation symporter family protein	HIR78_09840
A0A6M3ZBM4	EamA family transporter RarD	rarD HIR78_10615
A0A6M3ZBM8	MATE family efflux transporter	HIR78_09975
A0A6M3ZBN0	Spore coat protein	HIR78_10625
A0A6M3ZBN5	Non-ribosomal plipastatin synthetase PpsD	ppsD HIR78_09945
A0A6M3ZBN7	MFS transporter	HIR78_04210
A0A6M3ZBP4	Transmembrane protein	HIR78_10715
A0A6M3ZBP6	Phosphoesterase	HIR78_09440
A0A6M3ZBP8	MafI family immunity protein	HIR78_10780 HIR78_11680 HIR78_12115
A0A6M3ZBQ4	Tripartite tricarboxylate transporter substrate binding protein	HIR78_04270
A0A6M3ZBQ5	UDG domain-containing protein	HIR78_10055
A0A6M3ZBQ6	Conserved domain protein	HIR78_09495
A0A6M3ZBQ7	HPt domain-containing protein	HIR78_10840 HIR78_11740
A0A6M3ZBQ8	DUF948 domain-containing protein	HIR78_10050
A0A6M3ZBQ9	Rubrerythrin family protein	HIR78_10795 HIR78_11695 HIR78_12130
A0A6M3ZBR5	DUF5640 domain-containing protein	HIR78_10210
A0A6M3ZBR8	AP2/ERF domain-containing protein	HIR78_10900 HIR78_11800
A0A6M3ZBR9	DUF2975 domain-containing protein	HIR78_10185
A0A6M3ZBS1	Protein-arginine kinase activator protein McsA	mcsA HIR78_00565
A0A6M3ZBS7	YdhH/YoaO family protein	HIR78_10150
A0A6M3ZBS8	YoqO-like protein	HIR78_09615
A0A6M3ZBT0	LysR family transcriptional regulator	HIR78_10200
A0A6M3ZBT7	YfkD-like protein	HIR78_04430
A0A6M3ZBT9	DUF600 family protein	HIR78_10295
A0A6M3ZBU0	TM2 domain-containing protein	HIR78_10255
A0A6M3ZBU1	5'-3'-deoxyribonucleotidase	HIR78_10960
A0A6M3ZBU3	Integrase	HIR78_11195
A0A6M3ZBU8	SMI1/KNR4 family protein	HIR78_10365
A0A6M3ZBV2	Phage protein	HIR78_11060
A0A6M3ZBV3	HEPN_RiboL-PSP domain-containing protein	HIR78_11245
A0A6M3ZBV4	YolD-like family protein	HIR78_10325
A0A6M3ZBV8	Zn(II)-responsive metalloregulatory transcriptional repressor CzrA	czrA HIR78_10420
A0A6M3ZBV9	Chaperone CsaA	csaA HIR78_10380
A0A6M3ZBW9	YbjN domain-containing protein	HIR78_10435
A0A6M3ZBX0	Helix-turn-helix transcriptional regulator	HIR78_11190
A0A6M3ZBX1	Acyl-CoA carboxylase subunit beta	HIR78_09885
A0A6M3ZBX2	Transposase	HIR78_10490
A0A6M3ZBX7	Group-specific protein	HIR78_11355
A0A6M3ZBY0	DUF4388 domain-containing protein	HIR78_11240
A0A6M3ZBY1	DUF1360 domain-containing protein	HIR78_09935
A0A6M3ZBY2	DNA-sulfur modification-associated	HIR78_11200
A0A6M3ZBZ0	Tautomerase family protein	HIR78_10635
A0A6M3ZBZ1	Lipoprotein	HIR78_11295
A0A6M3ZBZ5	Bile acid:sodium symporter family protein	HIR78_10545
A0A6M3ZBZ7	DUF3311 domain-containing protein	HIR78_10660
A0A6M3ZBZ9	LD-carboxypeptidase LdcB	ldcB HIR78_10685
A0A6M3ZC00	VbhA domain-containing protein	HIR78_11305
A0A6M3ZC01	Uncharacterized protein	HIR78_11350
A0A6M3ZC06	YozE_SAM_like domain-containing protein	HIR78_11360
A0A6M3ZC08	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	amiE HIR78_01060
A0A6M3ZC09	YozD family protein	HIR78_10710
A0A6M3ZC13	Ring-cleaving dioxygenase	HIR78_10655
A0A6M3ZC15	Shape determination protein YodL	yodL HIR78_10700
A0A6M3ZC16	Phosphatidylglycerophosphatase PgpB (EC 3.1.3.27)	pgpB HIR78_10705
A0A6M3ZC17	SH2 domain-containing protein	HIR78_10760 HIR78_11660
A0A6M3ZC19	Portal protein	HIR78_11415 HIR78_12760
A0A6M3ZC25	Enoyl-[acyl-carrier-protein] reductase FabL (EC 1.3.1.104)	fabL HIR78_04785
A0A6M3ZC27	PDDEXK_5 domain-containing protein	HIR78_10765 HIR78_11665
A0A6M3ZC28	Structural protein	HIR78_11465 HIR78_12810
A0A6M3ZC29	DUF817 domain-containing protein	HIR78_10195
A0A6M3ZC36	Endonuclease YokF	yokF nukF HIR78_11625 HIR78_11990
A0A6M3ZC37	ASCH domain-containing protein	HIR78_10920 HIR78_11820
A0A6M3ZC38	LXG domain-containing protein	HIR78_11620 HIR78_11985
A0A6M3ZC43	KOW domain-containing protein	HIR78_10970
A0A6M3ZC46	CopG family transcriptional regulator	HIR78_10790 HIR78_11690 HIR78_12125
A0A6M3ZC47	Flg_bbr_C domain-containing protein	HIR78_10895 HIR78_11795
A0A6M3ZC48	Response regulator aspartate phosphatase RapK	rapK HIR78_10310
A0A6M3ZC49	DNA-directed DNA polymerase (EC 2.7.7.7)	HIR78_10985
A0A6M3ZC57	ABC transporter permease	HIR78_04985
A0A6M3ZC58	DUF3846 domain-containing protein	HIR78_10940 HIR78_11840
A0A6M3ZC59	Conserved domain protein	HIR78_11045
A0A6M3ZC68	DUF420 domain-containing protein	HIR78_10430
A0A6M3ZC69	DUF2179 domain-containing protein	HIR78_11100
A0A6M3ZC78	DUF4065 domain-containing protein	HIR78_11210
A0A6M3ZC79	Bro-N domain-containing protein	HIR78_11050
A0A6M3ZC80	TraR/DksA family transcriptional regulator	HIR78_10485
A0A6M3ZC82	Phage protein	HIR78_11125
A0A6M3ZC91	Superoxide dismutase (EC 1.15.1.1)	HIR78_10535
A0A6M3ZC92	Homocysteine methyltransferase	HIR78_01450
A0A6M3ZC93	Phage protein	HIR78_11180
A0A6M3ZC97	ORF6C domain-containing protein	HIR78_11315
A0A6M3ZC98	Phage protein	HIR78_11275
A0A6M3ZC99	Ubiquinone biosynthesis accessory factor UbiK	HIR78_11175
A0A6M3ZCA0	YhzE/YjcZ family sporulation protein YoyG	yoyG HIR78_12040
A0A6M3ZCA4	Uncharacterized protein	HIR78_11235
A0A6M3ZCA5	Zinc-ribbon domain-containing protein	HIR78_11370
A0A6M3ZCA7	Nitric oxide-sensing transcriptional repressor NsrR	nsrR HIR78_05255
A0A6M3ZCA9	Phage tail protein	HIR78_11425 HIR78_12770
A0A6M3ZCB0	Nitroreductase family protein	HIR78_10645
A0A6M3ZCB1	Helix-turn-helix transcriptional regulator	HIR78_12090
A0A6M3ZCB5	Phage protein	HIR78_11290
A0A6M3ZCB6	Holliday junction resolvase RecU	HIR78_12085
A0A6M3ZCB9	Anti-sigma-M factor	HIR78_05315
A0A6M3ZCC0	Type I site-specific deoxyribonuclease	HIR78_11440 HIR78_12785
A0A6M3ZCC1	N-acetyltransferase	HIR78_11630 HIR78_11995
A0A6M3ZCC2	Transcriptional regulator	HIR78_10695
A0A6M3ZCC5	Aa_trans domain-containing protein	HIR78_12155
A0A6M3ZCC6	Phage tail protein	HIR78_11530
A0A6M3ZCC9	MobD	HIR78_12150
A0A6M3ZCD0	XkdX family protein	HIR78_11495 HIR78_12840
A0A6M3ZCD1	Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK	cwlK HIR78_01665
A0A6M3ZCD2	Helix-turn-helix transcriptional regulator	HIR78_10750 HIR78_11650
A0A6M3ZCD5	Spore maturation N-acetyltransferase CgeE	cgeE HIR78_12045
A0A6M3ZCE0	DUF4379 domain-containing protein	HIR78_11550 HIR78_12910
A0A6M3ZCE1	TerD family protein	HIR78_01715
A0A6M3ZCE2	HEPN_Cthe2314 domain-containing protein	HIR78_10740 HIR78_11640
A0A6M3ZCE3	YhzE/YjcZ family sporulation protein YosA	yosA HIR78_12275
A0A6M3ZCE5	Uncharacterized protein	HIR78_12100
A0A6M3ZCF0	Type I toxin-antitoxin system toxin BsrG	bsrG HIR78_11605 HIR78_11970 HIR78_12990
A0A6M3ZCF1	Alpha/beta-type small acid-soluble spore protein	HIR78_10805 HIR78_11705
A0A6M3ZCF2	YorP family protein	HIR78_12330
A0A6M3ZCF3	Cnn_1N domain-containing protein	HIR78_11445 HIR78_12790
A0A6M3ZCF4	YfcC family protein	HIR78_01770
A0A6M3ZCF9	Sporulation protein YhaL	yhaL HIR78_05530
A0A6M3ZCG1	Transposase	HIR78_12385
A0A6M3ZCG2	Phage protein	HIR78_11500 HIR78_12845
A0A6M3ZCG3	DUF1989 domain-containing protein	HIR78_01840
A0A6M3ZCG4	YopX domain-containing protein	HIR78_10930 HIR78_11830
A0A6M3ZCH2	Permease	HIR78_01905
A0A6M3ZCH3	SPBc2 prophage-derived DNA ligase-like protein LigB	HIR78_12430
A0A6M3ZCH4	ABC transporter permease EcsB	ecsB HIR78_05600
A0A6M3ZCH6	Tudor domain-containing protein	HIR78_11040
A0A6M3ZCH8	SMI1/KNR4 family protein	HIR78_11615 HIR78_11980
A0A6M3ZCI5	YoqO-like protein	HIR78_11095 HIR78_12460
A0A6M3ZCI6	YolD-like family protein	HIR78_11590 HIR78_11955
A0A6M3ZCI7	YopX domain-containing protein	HIR78_11165 HIR78_12545
A0A6M3ZCJ2	DHHA1 domain-containing protein	HIR78_11895
A0A6M3ZCJ4	Phage protein	HIR78_12160
A0A6M3ZCJ6	Long-chain-fatty-acid--CoA ligase LcfB (EC 6.2.1.3)	lcfB HIR78_05710
A0A6M3ZCJ7	FTH domain-containing protein	HIR78_10835 HIR78_11735
A0A6M3ZCJ8	Group-specific protein	HIR78_10830 HIR78_11730
A0A6M3ZCJ9	Prophage helix-turn-helix protein	HIR78_12610
A0A6M3ZCK3	Phage protein	HIR78_12230
A0A6M3ZCK5	RES domain-containing protein	HIR78_12660
A0A6M3ZCK6	YcxB family protein	HIR78_02055
A0A6M3ZCK7	Spore maturation protein CgeC	cgeC HIR78_12055
A0A6M3ZCK8	UPF0715 family protein	HIR78_12655
A0A6M3ZCK9	Peptidase	HIR78_11270
A0A6M3ZCL0	3-oxoacid CoA-transferase subunit B	HIR78_12020
A0A6M3ZCL2	Metal-binding protein	HIR78_12280
A0A6M3ZCL4	HTH_7 domain-containing protein	HIR78_11325
A0A6M3ZCL5	Phytase	HIR78_12070
A0A6M3ZCL6	Uncharacterized protein	HIR78_12710
A0A6M3ZCM3	YonK family protein	HIR78_11385
A0A6M3ZCM7	Terminase_6 domain-containing protein	HIR78_11410 HIR78_12755
A0A6M3ZCN6	DUF4149 domain-containing protein	HIR78_12255
A0A6M3ZCN7	Aspartate aminotransferase family protein	HIR78_12030
A0A6M3ZCN9	Phage protein	HIR78_12240
A0A6M3ZCP0	Spore germination protein GerPE	HIR78_05915
A0A6M3ZCP1	Type II-A CRISPR-associated protein Csn2	HIR78_11460 HIR78_12805
A0A6M3ZCP7	Recombination directionality factor SprB	sprB HIR78_12080
A0A6M3ZCP9	CoA transferase subunit A	HIR78_12025
A0A6M3ZCQ0	Phage protein	HIR78_11515 HIR78_12860
A0A6M3ZCQ1	NAGPA domain-containing protein	HIR78_11545
A0A6M3ZCQ2	DUF2281 domain-containing protein	HIR78_12505
A0A6M3ZCQ5	Lipoprotein	HIR78_12865
A0A6M3ZCQ6	Acid-soluble spore protein SspC	sspC HIR78_12145
A0A6M3ZCR0	Peptidoglycan-binding protein	HIR78_11600 HIR78_11965
A0A6M3ZCR1	SDR family NAD(P)-dependent oxidoreductase	HIR78_12075
A0A6M3ZCR2	DUF357 domain-containing protein	HIR78_12555
A0A6M3ZCR3	Phage protein	HIR78_12415
A0A6M3ZCR6	Protein NrdI	nrdI HIR78_12215
A0A6M3ZCR8	Metallophosphoesterase	HIR78_12140
A0A6M3ZCS1	TerB domain-containing protein	HIR78_12615
A0A6M3ZCS3	Alpha/beta hydrolase	HIR78_06025
A0A6M3ZCS4	Phage protein	HIR78_12400
A0A6M3ZCS8	UBX domain-containing protein	HIR78_12530
A0A6M3ZCT1	Phage protein	HIR78_12265
A0A6M3ZCT6	Serine-type integrase SprA	sprA HIR78_13065
A0A6M3ZCT7	Mu-transpos_C domain-containing protein	HIR78_12260
A0A6M3ZCT8	DNA-directed RNA polymerase	HIR78_12715
A0A6M3ZCT9	HNH endonuclease	HIR78_10875 HIR78_11775 HIR78_12195
A0A6M3ZCU0	DUF262 domain-containing protein	HIR78_12580
A0A6M3ZCU2	Transcriptional regulator LrpC	lrpC HIR78_02435
A0A6M3ZCU7	5'-3'-deoxyribonucleotidase	HIR78_11860 HIR78_12315
A0A6M3ZCU8	DUF4149 domain-containing protein	HIR78_11260 HIR78_12640
A0A6M3ZCV1	Sigma 54-interacting transcriptional regulator	HIR78_13125
A0A6M3ZCV2	YopT family protein	HIR78_12565
A0A6M3ZCV9	DUF721 domain-containing protein	HIR78_11395 HIR78_12740
A0A6M3ZCW0	ASCH domain-containing protein	HIR78_11890
A0A6M3ZCW1	AI-2E family transporter	HIR78_02555
A0A6M3ZCW4	Conserved domain protein	HIR78_12420
A0A6M3ZCW9	Transcriptional regulator Med	med HIR78_06240
A0A6M3ZCX3	A-type inclusion protein	HIR78_12675
A0A6M3ZCX4	DUF1273 domain-containing protein	HIR78_12485
A0A6M3ZCY1	Peptidase	HIR78_12015
A0A6M3ZCY2	Phage protein	HIR78_11155 HIR78_12535
A0A6M3ZCZ2	Coupling conjugation protein ConQ	conQ HIR78_02805
A0A6M3ZCZ3	Helix-turn-helix transcriptional regulator	HIR78_12590
A0A6M3ZCZ4	Spore maturation protein CgeB	cgeB HIR78_12065
A0A6M3ZCZ6	Class I SAM-dependent RNA methyltransferase	HIR78_13340
A0A6M3ZD00	YpzG family protein	HIR78_13335
A0A6M3ZD06	Phage protein	HIR78_12645
A0A6M3ZD08	Spore coat protein CotO	cotO HIR78_06470
A0A6M3ZD09	DUF3953 domain-containing protein	HIR78_12650
A0A6M3ZD10	MBL fold metallo-hydrolase	HIR78_02915
A0A6M3ZD11	Immunity protein	HIR78_12880
A0A6M3ZD17	Transposase	HIR78_06525
A0A6M3ZD18	1-acyl-sn-glycerol-3-phosphate acyltransferase	HIR78_13135
A0A6M3ZD20	Cytochrome c oxidase assembly accessory protein ScuA	scuA HIR78_13110
A0A6M3ZD21	Lipoprotein	HIR78_12700
A0A6M3ZD25	Cyclic pyranopterin monophosphate synthase	HIR78_12250
A0A6M3ZD28	YitT family protein	HIR78_03025
A0A6M3ZD30	YolA family protein	HIR78_12985
A0A6M3ZD31	Winged helix-turn-helix transcriptional regulator	HIR78_03085
A0A6M3ZD32	UPF0302 protein HIR78_13555	HIR78_13555
A0A6M3ZD33	Glutathione peroxidase	HIR78_13185
A0A6M3ZD42	bPH_3 domain-containing protein	HIR78_13035
A0A6M3ZD43	Phage protein, HK97 gp10 family	HIR78_11505 HIR78_12850
A0A6M3ZD44	Transcriptional regulator DegR	degR HIR78_13210
A0A6M3ZD51	Spore coat protein CotP	cotP HIR78_03185
A0A6M3ZD56	DUF2768 domain-containing protein	HIR78_13675
A0A6M3ZD67	PTS glucose transporter subunit IIA	HIR78_13380
A0A6M3ZD68	SMI1/KNR4 family protein	HIR78_13005
A0A6M3ZD69	Zinc-binding alcohol dehydrogenase family protein	HIR78_06805
A0A6M3ZD73	CPBP family intramembrane metalloprotease	HIR78_13780
A0A6M3ZD78	DUF1281_C domain-containing protein	HIR78_13055
A0A6M3ZD79	Ribonuclease YeeF family protein	HIR78_13010
A0A6M3ZD81	Cytochrome c biogenesis protein ResC	resC HIR78_13835
A0A6M3ZD82	Transcriptional regulator GmuR	gmuR HIR78_03335
A0A6M3ZD90	YpmP family protein	HIR78_13115
A0A6M3ZDA2	Spore germination protein	HIR78_13940
A0A6M3ZDA3	DUF3199 family protein	HIR78_06960
A0A6M3ZDA7	DedA family protein	HIR78_13935
A0A6M3ZDA8	DUF2577 family protein	HIR78_07020
A0A6M3ZDA9	PspA/IM30 family protein	HIR78_03545
A0A6M3ZDB5	Phage holin	HIR78_07070
A0A6M3ZDB6	YpzI family protein	HIR78_13705
A0A6M3ZDB9	Cold-shock protein	HIR78_03595
