Entry	Gene Names	Protein names
P77161	glxR glxB1 ybbQ b0509 JW0497	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)
P77212	rclA ykgC b0304 JW5040	Probable pyridine nucleotide-disulfide oxidoreductase RclA (Reactive chlorine resistance protein A)
P77245	murR yfeT b2427 JW2420	HTH-type transcriptional regulator MurR (MurPQ operon repressor)
P77257	lsrA ego ydeX b1513 JW1506	Autoinducer 2 import ATP-binding protein LsrA (AI-2 import ATP-binding protein LsrA) (EC 7.6.2.13) (EGO10A)
P77279	fetA ybbL b0490 JW0479	Probable iron export ATP-binding protein FetA (EC 7.2.2.-)
P77300	xynR yagI b0272 JW0265	HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism)
P77306	yqiK b3051 JW3023	Flotillin family inner membrane protein YqiK
P77307	fetB ybbM b0491 JW5066	Probable iron export permease protein FetB
P77308	ddpB yddR b1486 JW1481	Probable D,D-dipeptide transport system permease protein DdpB
P77329	hyfG b2487 JW2472	Hydrogenase-4 component G (EC 1.-.-.-)
P77338	mscK aefA kefA b0465 JW0454	Mechanosensitive channel MscK (Potassium efflux system KefA)
P77357	abgA ydaJ b1338 JW5205	p-aminobenzoyl-glutamate hydrolase subunit A (EC 3.5.1.-) (PABA-GLU hydrolase) (PGH)
P77374	ynfE b1587 JW1579	Putative dimethyl sulfoxide reductase chain YnfE (DMSO reductase) (EC 1.8.99.-)
P77379	rclR ykgD b0305 JW0298	RCS-specific HTH-type transcriptional activator RclR (Reactive chlorine resistance protein R)
P77390	citC ybeO b0618 JW0610	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22) (Acetate:SH-citrate lyase ligase) (Citrate lyase synthetase)
P77397	mhpA b0347 JW0338	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase (3-HCI hydroxylase) (3-HPP hydroxylase) (EC 1.14.13.127)
P77439	fryA ypdD b2383 JW2380	Multiphosphoryl transfer protein 1 (MTP 1) (Triphosphoryl transfer protein 1) (TTP 1) [Includes: Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system enzyme I); Phosphocarrier protein HPr (Protein H); PTS system fructose-like EIIA component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIA component)]
P77463	ddpC yddQ b1485 JW1480	Probable D,D-dipeptide transport system permease protein DdpC
P77467	paaG ydbT b1394 JW1389	1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)
P77475	yqaB b2690 JW2665	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-) (Fructose-1-phosphatase)
P77499	sufC ynhD b1682 JW1672	Probable ATP-dependent transporter SufC
P77503	ycjS b1315 JW1308	D-glucoside 3-dehydrogenase (EC 1.1.1.-)
P77522	sufB ynhE b1683 JW5273	FeS cluster assembly protein SufB
P77570	anmK ydhH b1640 JW1632	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)
P77580	mhpF mhpE b0351 JW0342	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])
P77585	ypdE b2384 JW2381	Aminopeptidase YpdE (EC 3.4.11.-)
P77589	mhpT yaiK b0353 JW5046	3-(3-hydroxy-phenyl)propionate transporter (3HPP transporter) (3-(3-hydroxy-phenyl)propionate:H(+) symporter) (3HPP:H(+) symporter)
P77608	mhpD b0350 JW0341	2-keto-4-pentenoate hydratase (EC 4.2.1.80) (2-hydroxypentadienoic acid hydratase)
P77619	yfeW pbp4B b2430 JW5395	Putative D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (DD-carboxypeptidase) (DD-CPase) (Penicillin binding protein 4B)
P77650	hcaD hcaA4 phdA yfhY b2542 JW2526	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)
P77731	allA glxA2 ybbT b0505 JW0493	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)
P77733	focB b2492 JW2477	Formate channel FocB (Formate transporter FocB)
P77743	prpR yahP b0330 JW0322	Propionate catabolism operon regulatory protein
P77747	ompN ynaG b1377 JW1371	Outer membrane porin N (Outer membrane protein N) (Porin OmpN)
P77783	ynfF b1588 JW5260	Probable dimethyl sulfoxide reductase chain YnfF (DMSO reductase) (EC 1.8.99.-)
P77790	ddpX vanX yddT b1488 JW1483	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)
P77858	hyfC b2483 JW2468	Hydrogenase-4 component C (EC 1.-.-.-)
P78285	rrrD arrD ybcS b0555 JW0544	Lysozyme RrrD (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)
P80644	ssuE ycbP b0937 JW0920	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4)
Q2EES9	torI b4501 JW5387	Response regulator inhibitor for tor operon (Tor inhibitor)
Q46799	xdhA ygeS b2866 JW5462	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)
Q46800	xdhB ygeT b2867 JW2835	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)
Q46817	ghxQ ygfQ ygfR b4464 JW5467	Guanine/hypoxanthine permease GhxQ
Q46824	ygfX cptA b2896 JW2864	Inner membrane protein YgfX (Toxin CptA)
Q46829	bglA bglD yqfC b2901 JW2869	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)
Q46851	gpr mgrA yghZ b3001 JW2970	L-glyceraldehyde 3-phosphate reductase (GAP reductase) (EC 1.1.1.-)
Q46868	ubiK yqiC b3042 JW5505	Ubiquinone biosynthesis accessory factor UbiK
Q46916	gudP ygcZ b2789 JW2760	Probable galactarate/D-glucarate transporter GudP
Q47140	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)
Q47156	yafN b0232 JW0222	Antitoxin YafN
Q47157	yafO b0233 JW0223	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)
Q47537	tauA ssiA yaiR b0365 JW0357	Taurine-binding periplasmic protein (Sulfate starvation-induced protein 1) (SSI1)
Q47690	mmuM yagD b0261 JW0253	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)
A0A1V1IFM5	gsk-4 gsk	Guanosine-inosine kinase (EC 2.7.1.73)
A0A1V1IFN1	gsk-10 gsk	Guanosine-inosine kinase (EC 2.7.1.73)
A0A1V1IFN2	gsk-3 gsk gsk-9	Guanosine-inosine kinase (EC 2.7.1.73)
A0A1V1IGJ0	gsk-1 gsk null mutation	Guanosine-inosine kinase (EC 2.7.1.73)
A0A1V1IGM6	gsk	Guanosine-inosine kinase (EC 2.7.1.73)
A0A1V1IGN2	gsk	Guanosine-inosine kinase (EC 2.7.1.73)
A5A618	ynhF b4602 JW1649.1	Uncharacterized protein YnhF
B8LFD6	lacZ	Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase)
C1P607	ibsA b4667 JW2058.1	Small toxic protein IbsA
C1P615	ibsC b4665 JW2879.1	Small toxic protein IbsC
C1P616	ibsD b4664 JW3023.1	Small toxic protein IbsD
C1P617	ibsE b4666 JW3023.2	Small toxic protein IbsE
P00960	glyQ glyS(A) b3560 JW3531	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)
P03012	tnpR ECOK12F009	Transposon gamma-delta resolvase (Transposon Tn1000 resolvase)
P03030	lysR b2839 JW2807	Transcriptional activator protein LysR
P03825	gspB pinO pioO pno b3322 JW3284	Putative general secretion pathway protein B
P03856	repE E rep ECOK12F045	Replication initiation protein (Protein E) (Protein rep) (Protein F4)
P04128	fimA pilA b4314 JW4277	Type-1 fimbrial protein, A chain (Type-1A pilin)
P04949	fliC flaF hag b1923 JW1908	Flagellin
P05052	appY b0564 JW0553	HTH-type transcriptional regulator AppY (M5 polypeptide)
P05707	srlD gutD b2705 JW2674	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140) (Glucitol-6-phosphate dehydrogenase) (Ketosephosphate reductase)
P05827	ilvY b3773 JW3746	HTH-type transcriptional regulator IlvY
P06282	cdh b3918 JW3889	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)
P06615	resD D ECOK12F044	Resolvase (Protein D)
P06846	ebgR b3075 JW3046	HTH-type transcriptional regulator EbgR (Ebg operon repressor)
P06966	dicA b1570 JW1562	HTH-type transcriptional regulator DicA (Repressor protein of division inhibition gene dicA)
P07000	pldB b3825 JW5584	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)
P07026	sdiA b1916 JW1901	Regulatory protein SdiA
P07109	hisP b2306 JW2303	Histidine transport ATP-binding protein HisP
P08550	cvpA dedE b2313 JW2310	Colicin V production protein (Protein DedE) (Pur regulon 18 kDa protein)
P08555	dsdX orf445 yfdA yfdD b2365 JW2362	D-serine transporter DsdX
P08997	aceB mas b4014 JW3974	Malate synthase A (MSA) (EC 2.3.3.9)
P09126	hemD b3804 JW3776	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)
P09155	rnd b1804 JW1793	Ribonuclease D (RNase D) (EC 3.1.13.5)
P09163	yjaB b4012 JW3972	Peptidyl-lysine N-acetyltransferase YjaB (EC 2.3.1.-) (KAT)
P09424	mtlD b3600 JW3574	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)
P09833	modC chlD narD b0765 JW0748	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)
P0A6E9	bioD2 ynfK b1593 JW5264	ATP-dependent dethiobiotin synthetase BioD 2 (EC 6.3.3.3) (DTB synthetase 2) (DTBS 2) (Dethiobiotin synthase 2)
P0A6G3	pncC ygaD b2700 JW2670	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)
P0A6G5	citX ybdU b0614 JW0606	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)
P0A6L7	uxaB b1521 JW1514	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)
P0A6P7	engB yihA b3865 JW5930	Probable GTP-binding protein EngB
P0A6S0	flgH fla FVIII flaY b1079 JW5153	Flagellar L-ring protein (Basal body L-ring protein)
P0A6W0	glsA2 yneH b1524 JW1517	Glutaminase 2 (EC 3.5.1.2)
P0A6W5	greA b3181 JW3148	Transcription elongation factor GreA (Transcript cleavage factor GreA)
P0A766	rsxA rnfA ydgL b1627 JW1619	Ion-translocating oxidoreductase complex subunit A (EC 7.-.-.-) (Rsx electron transport complex subunit A)
P0A7A2	gpmB ytjC b4395 JW4358	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)
P0A7C6	pepE b4021 JW3981	Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)
P0A7H6	recR b0472 JW0461	Recombination protein RecR
P0A7N1	ykgM rpmE2 b0296 JW5035	50S ribosomal protein L31 type B (Large ribosomal subunit protein bL31-B)
P0A7P5	rpmH rimA ssaF b3703 JW3680	50S ribosomal protein L34 (Large ribosomal subunit protein bL34)
P0A7Q6	rpmJ b3299 JW3261	50S ribosomal protein L36 (Large ribosomal subunit protein bL36-A) (Ribosomal protein B)
P0A823	sfsA sfs1 b0146 JW0142	Sugar fermentation stimulation protein A
P0A867	talA b2464 JW2448	Transaldolase A (EC 2.2.1.2)
P0A8B5	ybaB b0471 JW0460	Nucleoid-associated protein YbaB
P0A8C8	yidD b4557 JW3682	Putative membrane protein insertion efficiency factor
P0A8D0	nrdR ybaD b0413 JW0403	Transcriptional repressor NrdR
P0A8G3	uxaC ygjX ygjY ygjZ b3092 JW3063	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)
P0A8I3	yaaA b0006 JW0005	Peroxide stress resistance protein YaaA (UPF0246 protein YaaA)
P0A8P3	yggX b2962 JW2929	Probable Fe(2+)-trafficking protein
P0A8Q6	clpS yljA b0881 JW0865	ATP-dependent Clp protease adapter protein ClpS
P0A8R9	hdfR pssR yifA yifD b4480 JW5607	HTH-type transcriptional regulator HdfR (H-NS-dependent flhDC regulator)
P0A8S5	uspB yhiO b3494 JW3461	Universal stress protein B
P0A8T5	fliE fla AI flaN b1937 JW1921	Flagellar hook-basal body complex protein FliE
P0A8U0	syd ydr b2793 JW2764	Protein Syd
P0A8W2	slyA b1642 JW5267	Transcriptional regulator SlyA
P0A8Z0	yciA b1253 JW1245	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)
P0A908	mipA yeaF b1782 JW1771	MltA-interacting protein
P0A915	ompW yciD b1256 JW1248	Outer membrane protein W
P0A917	ompX ybiG b0814 JW0799	Outer membrane protein X
P0A930	wza b2062 JW2047	Putative polysaccharide export protein Wza
P0A932	gfcE yccZ b0983 JW0966	Putative polysaccharide export protein GfcE (Group 4 capsule protein E homolog)
P0A978	cspG cspI b0990 JW0974	Cold shock-like protein CspG (CPS-G)
P0A9E2	soxS b4062 JW4023	Regulatory protein SoxS
P0A9E9	yeiL nsr b2163 JW2150	Regulatory protein YeiL
P0A9F6	gcvA b2808 JW2779	Glycine cleavage system transcriptional activator (Gcv operon activator)
P0A9F9	metR b3828 JW3804	HTH-type transcriptional regulator MetR
P0A9G2	nhaR antO b0020 JW0019	Transcriptional activator protein NhaR (Na(+)/H(+) antiporter regulatory protein)
P0A9I3	gcvR yffD b2479 JW2464	Glycine cleavage system transcriptional repressor (gcv operon repressor)
P0A9N0	ptsO npr rpoR yhbK b3206 JW3173	Phosphocarrier protein NPr (Nitrogen-related HPr)
P0A9P9	idnO yjgU b4266 JW4223	5-keto-D-gluconate 5-reductase (EC 1.1.1.69)
P0A9T4	tas ygdS b2834 JW2802	Protein tas
P0A9U6	puuR ycjC b1299 JW1292	HTH-type transcriptional regulator PuuR
P0AA73	yhbE b3184 JW3151	Uncharacterized inner membrane transporter YhbE
P0AA80	garP yhaU b3127 JW3096	Probable galactarate/D-glucarate transporter GarP
P0AA82	codB b0336 JW0327	Cytosine permease
P0AAA1	yagU b0287 JW0281	Inner membrane protein YagU
P0AAB2	wzb b2061 JW2046	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)
P0AAB6	galF wcaN b2042 JW2027	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)
P0AAB8	uspD yiiT b3923 JW3894	Universal stress protein D
P0AAE2	proY yajM b0402 JW5055	Proline-specific permease ProY
P0AAF6	artP b0864 JW0848	Arginine transport ATP-binding protein ArtP (EC 7.4.2.-)
P0AAG3	gltL b0652 JW0647	Glutamate/aspartate import ATP-binding protein GltL (EC 7.4.2.1)
P0AAG5	mdlB mdl b0449 JW5061	Multidrug resistance-like ATP-binding protein MdlB (EC 7.6.2.2)
P0AAI1	ssuB ycbE b0933 JW0916	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)
P0AAI9	fabD tfpA b1092 JW1078	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)
P0AAJ1	ynfG b1589 JW1581	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)
P0AAK7	nrfC yjcJ b4072 JW4033	Protein NrfC
P0AAP3	frmR yaiN b0357 JW0348	Transcriptional repressor FrmR
P0AAR0	tomB ybaJ b0461 JW0450	Hha toxicity modulator TomB (Toxin overexpression modulator in biofilms)
P0AAS7	ybcJ b0528 JW5070	Uncharacterized protein YbcJ
P0AAV4	pxpB ybgJ b0711 JW0701	5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B)
P0AAX6	mcbA ybiM b0806 JW5106	Uncharacterized protein McbA (MqsR-controlled colanic acid and biofilm protein A)
P0AAY6	ybjN b0853 JW0837	Uncharacterized protein YbjN
P0AB10	pqiC ymbA b0952 JW5127	Intermembrane transport lipoprotein PqiC
P0AB20	hspQ yccV b0966 JW5970	Heat shock protein HspQ
P0AB28	yceD g30k b1088 JW1074	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)
P0AB33	bssS yceP b1060 JW5152	Biofilm regulator BssS
P0AB96	arsC arsG b3503 JW3470	Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)
P0ABC0	atpI uncI b3739 JW5611	ATP synthase protein I
P0ABD1	yeaV b1801 JW5293	Uncharacterized transporter YeaV
P0ABH4	mreD b3249 JW3218	Rod shape-determining protein MreD
P0ABL5	napC yejX b2202 JW2190	Cytochrome c-type protein NapC
P0ABM5	ccmD yojM b2198 JW2186	Heme exporter protein D (Cytochrome c-type biogenesis protein CcmD)
P0ABW3	yfaE b2236 JW2230	Uncharacterized ferredoxin-like protein YfaE
P0ABW5	sfmA b0530 JW0519	Uncharacterized fimbrial-like protein SfmA (Type-1A pilin)
P0ABW9	flgB fla FII flbA b1073 JW1060	Flagellar basal body rod protein FlgB (Putative proximal rod protein)
P0ABX2	flgC fla FIII flaW b1074 JW1061	Flagellar basal-body rod protein FlgC (Putative proximal rod protein)
P0ABX8	fliL cheC1 fla AI fla QI b1944 JW1928	Flagellar protein FliL
P0AC07	fliQ flaQ b1949 JW1933	Flagellar biosynthetic protein FliQ
P0AC26	nirC b3367 JW3330	Nitrite transporter NirC
P0AC35	ttdB ygjB b3062 JW3034	L(+)-tartrate dehydratase subunit beta (L-TTD beta) (EC 4.2.1.32)
P0AC59	grxB b1064 JW1051	Glutaredoxin 2 (Grx2)
P0AC65	nrdH ygaN b2673 JW2648	Glutaredoxin-like protein NrdH
P0AC96	gntU b4476 JW5686	Low-affinity gluconate transporter (Gluconate permease) (Gnt-I system)
P0ACA1	yibF b3592 JW3565	Uncharacterized GST-like protein YibF
P0ACB7	hemY b3802 JW3774	Protein HemY
P0ACC9	wcaB b2058 JW2043	Putative colanic acid biosynthesis acetyltransferase WcaB (EC 2.3.1.-)
P0ACD2	wcaF b2054 JW2039	Putative colanic acid biosynthesis acetyltransferase WcaF (EC 2.3.1.-)
P0ACG6	hokD relF b1562 JW1554	Toxic protein HokD (Protein RelF)
P0ACH8	melR b4118 JW4079	Melibiose operon regulatory protein
P0ACI6	asnC b3743 JW3721	Regulatory protein AsnC
P0ACJ5	decR ybaO b0447 JW0437	DNA-binding transcriptional activator DecR
P0ACK2	agaR yhaW b3131 JW3100	Putative aga operon transcriptional repressor
P0ACK5	deoR nucR b0840 JW0824	Deoxyribose operon repressor
P0ACK8	fucR b2805 JW2776	L-fucose operon activator
P0ACL0	glpR b3423 JW3386	Glycerol-3-phosphate regulon repressor
P0ACL9	pdhR aceC genA yacB b0113 JW0109	Pyruvate dehydrogenase complex repressor
P0ACN7	cytR b3934 JW3905	HTH-type transcriptional repressor CytR
P0ACP5	gntR b3438 JW5946	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)
P0ACQ0	rbsR b3753 JW3732	Ribose operon repressor
P0ACQ7	tdcA b3118 JW3089	HTH-type transcriptional regulator TdcA (Tdc operon transcriptional activator)
P0ACR0	allS glxA1 ybbS b0504 JW0492	HTH-type transcriptional activator AllS
P0ACR9	mprA emrR b2684 JW2659	Transcriptional repressor MprA (Protein EmrR)
P0ACS7	rpiR alsR yjcY b4089 JW4050	HTH-type transcriptional regulator RpiR (Als operon repressor)
P0ACT2	envR yhdK b3264 JW3232	Probable acrEF/envCD operon repressor
P0ACT6	uidR gusR b1618 JW1610	HTH-type transcriptional regulator UidR (Gus operon repressor) (Uid operon repressor)
P0ACX5	fumD ydhZ b1675 JW1665	Fumarase D (EC 4.2.1.2)
P0ACY1	ydjA b1765 JW1754	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)
P0ACZ2	etp yccY b0982 JW5132	Low molecular weight protein-tyrosine-phosphatase Etp (EC 3.1.3.48)
P0AD03	yebS b1833 JW1822	Intermembrane transport protein YebS
P0AD44	yfhG b2555 JW2539	Uncharacterized protein YfhG
P0ADB4	ecnA b4410 JW5737	Entericidin A
P0ADB7	ecnB yjeU b4411 JW4108	Entericidin B
P0ADE8	ygfZ yzzW b2898 JW2866	tRNA-modifying protein YgfZ
P0ADH5	fimB b4312 JW4275	Type 1 fimbriae regulatory protein FimB
P0ADH7	fimE b4313 JW4276	Type 1 fimbriae regulatory protein FimE
P0ADI0	pinR ynaD b1374 JW1368	Serine recombinase PinR (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinR) (Putative DNA-invertase from lambdoid prophage Rac) (Site-specific recombinase PinR)
P0ADN0	viaA yieD yieM b3745 JW5610	Protein ViaA (VWA domain protein interacting with AAA ATPase)
P0ADN2	yifE b3764 JW3737	UPF0438 protein YifE
P0ADQ2	fabY yiiD b3888 JW3859	Probable acyltransferase FabY (EC 2.3.1.-)
P0ADQ7	ygaM b2672 JW2647	Uncharacterized protein YgaM
P0ADR2	ygdD b2807 JW2778	UPF0382 inner membrane protein YgdD
P0ADT5	ygiC b3038 JW3006	Putative acid--amine ligase YgiC (EC 6.3.1.-)
P0ADU2	ygiN b3029 JW2997	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)
P0ADU5	ygiW b3024 JW2992	Protein YgiW
P0ADW3	yhcB b3233 JW5539	Inner membrane protein YhcB
P0ADW6	yhcC b3211 JW3178	Protein YhcC
P0ADX9	rsmD yhhF b3465 JW3430	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171) (16S rRNA m2G966 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)
P0AE14	ampE b0111 JW0107	Protein AmpE
P0AE34	artQ b0862 JW0846	Arginine ABC transporter permease protein ArtQ
P0AE37	astA ydjV b1747 JW1736	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)
P0AE39	ypdB b2381 JW2378	Transcriptional regulatory protein YpdB
P0AE56	bfd yheA b3337 JW3299	Bacterioferritin-associated ferredoxin
P0AE74	citT ybdS b0612 JW0604	Citrate/succinate antiporter (Citrate carrier) (Citrate transporter)
P0AE98	csgF b1038 JW1021	Curli production assembly/transport component CsgF
P0AEB5	ynaI b1330 JW1323	Low conductance mechanosensitive channel YnaI
P0AED9	dcm mec b1961 JW1944	DNA-cytosine methyltransferase (EC 2.1.1.37) (Type II methyltransferase M.EcoKDcm) (M.EcoKDcm)
P0AEE1	dcrB yhhR b3472 JW5682	Inner membrane lipoprotein DcrB
P0AEH5	elaB yfbD b2266 JW2261	Protein ElaB
P0AEK0	exoX yobC b1844 JW1833	Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X)
P0AEL3	feoA b3408 JW3371	Fe(2+) transport protein A (Ferrous iron transport protein A)
P0AEM4	flgM b1071 JW1058	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)
P0AEP1	galP b2943 JW2910	Galactose-proton symporter (Galactose transporter)
P0AEQ3	glnH b0811 JW0796	Glutamine-binding periplasmic protein (GlnBP)
P0AEQ6	glnP b0810 JW0795	Glutamine transport system permease protein GlnP
P0AEU0	hisJ b2309 JW2306	Histidine-binding periplasmic protein (HBP)
P0AEU3	hisM b2307 JW2304	Histidine transport system permease protein HisM
P0AEW1	hyfE b2485 JW2470	Hydrogenase-4 component E (EC 1.-.-.-)
P0AEW4	cpdA icc b3032 JW3000	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)
P0AEX3	kgtP witA b2587 JW2571	Alpha-ketoglutarate permease
P0AEX5	prkB yhfF b3355 JW3318	Probable phosphoribulokinase (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)
P0AF08	mrp b2113 JW2100	Iron-sulfur cluster carrier protein
P0AF10	mtlR b3601 JW3575	Mannitol operon repressor (Mannitol repressor protein)
